"V1" "V2"
"FN1" "ZNF580"
"FOS" "HDAC2"
"FOS" "MAPK1"
"FOS" "miR-192"
"FOS" "miR-215"
"FOS" "NFKB1"
"FOS" "SIRT1"
"FOS" "SMAD2"
"FOS" "SMAD3"
"FOS" "STAT3"
"FOXA3" "HMGA2"
"FOXA3" "HRAS"
"FOXA3" "SMAD2"
"FOXA3" "TCF7L2"
"FOXA3" "YBX1"
"FOXJ2" "GSK3B"
"FOXJ2" "MAPK1"
"FOXJ2" "MUC1"
"FOXJ2" "RAF1"
"FOXJ2" "SOS1"
"FOXJ2" "TGFB1"
"FOXJ2" "TP53"
"FOXJ2" "VIM"
"FOXJ2" "ZEB2"
"FOXO1" "GSK3B"
"FOXO1" "miR-130b"
"FOXO1" "miR-34c"
"FOXO1" "NOTCH1"
"FOXO1" "SIRT1"
"FOXO1" "SMAD3"
"FOXO1" "SMAD4"
"FZD1" "GSK3B"
"FZD1" "miR-192"
"FZD1" "miR-215"
"FZD1" "WNT1"
"FZD10" "WNT1"
"FZD2" "GSK3B"
"FZD2" "miR-130b"
"FZD2" "WNT1"
"FZD3" "WNT1"
"FZD4" "miR-192"
"FZD4" "miR-215"
"FZD4" "WNT1"
"FZD5" "GSK3B"
"FZD5" "WNT1"
"FZD6" "miR-130b"
"FZD6" "miR-205"
"FZD6" "WNT1"
"FZD7" "miR-192"
"FZD7" "miR-215"
"FZD7" "WNT1"
"FZD8" "WNT1"
"GABPA" "HDAC2"
"GABPA" "PIK3CA"
"GATA4" "GSK3B"
"GATA4" "HMGA2"
"GATA4" "KRT18"
"GATA4" "MAPK1"
"GATA4" "MDM2"
"GATA4" "miR-200c"
"GATA4" "miR-34a"
"GATA4" "SIRT1"
"GATA4" "SMAD2"
"GATA4" "SMAD3"
"GATA4" "SMAD4"
"GATA4" "SOS1"
"GATA6" "miR-141"
"GATA6" "miR-200c"
"GATAD1" "HMGA2"
"GATAD1" "HRAS"
"GATAD1" "miR-192"
"GATAD1" "miR-215"
"GATAD1" "MUC1"
"GATAD1" "NFKB1"
"GATAD1" "RAF1"
"GATAD1" "SMAD2"
"GATAD1" "SNAI1"
"GATAD1" "TGFB1"
"GATAD2A" "HDAC1"
"GATAD2A" "HDAC2"
"GATAD2A" "KRT18"
"GATAD2A" "NFKB1"
"GATAD2A" "RAF1"
"GATAD2A" "STAT3"
"GFI1B" "MAP2K1"
"GFI1B" "MDM2"
"GFI1B" "OCLN"
"GFI1B" "RAF1"
"GFI1B" "SMAD3"
"GFI1B" "TCF7L2"
"GFI1B" "VIM"
"GLI1" "GSK3B"
"GLI1" "HDAC1"
"GLI1" "HDAC2"
"GLI1" "NOTCH1"
"GLI2" "GSK3B"
"GLI2" "MAP2K1"
"GLI3" "GSK3B"
"GLI3" "HDAC1"
"GLI3" "HDAC2"
"GLI3" "miR-200c"
"GLI3" "SMAD4"
"GLIS2" "HRAS"
"GLIS2" "MUC1"
"GLIS2" "NOTCH1"
"GLIS2" "TCF7"
"GLIS2" "TNF"
"GLIS2" "ZEB2"
"GRB2" "HRAS"
"GRB2" "KRAS"
"GRB2" "MAPK1"
"GRB2" "miR-34a"
"GRB2" "PIK3CA"
"GRB2" "SOS1"
"GSK3B" "GTF2F1"
"GSK3B" "HMGN3"
"GSK3B" "IRS1"
"GSK3B" "JUN"
"GSK3B" "KLF4"
"GSK3B" "LRP6"
"GSK3B" "MCL1"
"GSK3B" "MLLT1"
"GSK3B" "MYC"
"GSK3B" "NFKB1"
"GSK3B" "NOTCH1"
"GSK3B" "NR2C2"
"GSK3B" "PDPK1"
"GSK3B" "PIK3CA"
"GSK3B" "PIK3CD"
"GSK3B" "PIK3CG"
"GSK3B" "PML"
"GSK3B" "PPP1CA"
"GSK3B" "PPP1CC"
"GSK3B" "PXN"
"GSK3B" "RELA"
"GSK3B" "SMAD1"
"GSK3B" "SMAD3"
"GSK3B" "SNAI1"
"GSK3B" "SNAI2"
"GSK3B" "SP3"
"GSK3B" "TP53"
"GSK3B" "TSC2"
"GSK3B" "UBC"
"GSK3B" "WNT1"
"GSK3B" "WNT3A"
"GSK3B" "WNT8A"
"GSK3B" "WNT8B"
"GSK3B" "YWHAE"
"GSK3B" "YWHAQ"
"GSK3B" "ZBTB11"
"GSK3B" "ZNF580"
"GSK3B" "ZNF71"
"GTF2A2" "MAPK1"
"GTF2A2" "VIM"
"GTF2E2" "HDAC1"
"GTF2E2" "HDAC2"
"GTF2E2" "MAP2K1"
"GTF2E2" "MUC1"
"GTF2E2" "SMAD3"
"GTF2E2" "SNAI1"
"GTF2E2" "TNF"
"GTF2E2" "TP53"
"GTF2E2" "VIM"
"GTF2E2" "YBX1"
"GTF2F1" "KRT18"
"GTF2F1" "LATS2"
"GTF2F1" "MDM2"
"GTF2F1" "TP53"
"HBP1" "miR-130b"
"HBP1" "MUC1"
"HBP1" "NFKB1"
"HBP1" "SNAI1"
"HBP1" "SOS1"
"HDAC1" "HDAC2"
"HDAC1" "HDGF"
"HDAC1" "HIF1A"
"HDAC1" "JUN"
"HDAC1" "KAT2B"
"HDAC1" "KLF7"
"HDAC1" "LEF1"
"HDAC1" "MECOM"
"HDAC1" "miR-34a"
"HDAC1" "MLLT1"
"HDAC1" "MTA2"
"HDAC1" "MXD4"
"HDAC1" "MYC"
"HDAC1" "MYNN"
"HDAC1" "MYOD1"
"HDAC1" "NFKB1"
"HDAC1" "NFKBIA"
"HDAC1" "NOTCH1"
"HDAC1" "PML"
"HDAC1" "PPP1CC"
"HDAC1" "RARA"
"HDAC1" "RB1"
"HDAC1" "RELA"
"HDAC1" "REST"
"HDAC1" "RUNX1"
"HDAC1" "RUNX1T1"
"HDAC1" "SAP30"
"HDAC1" "SIN3A"
"HDAC1" "SIRT1"
"HDAC1" "SMAD2"
"HDAC1" "SMAD3"
"HDAC1" "SMAD4"
"HDAC1" "SMAD7"
"HDAC1" "SNAI1"
"HDAC1" "SNAI2"
"HDAC1" "SNW1"
"HDAC1" "SP1"
"HDAC1" "SP3"
"HDAC1" "SP7"
"HDAC1" "SPI1"
"HDAC1" "STAT3"
"HDAC1" "SUMO1"
"HDAC1" "TAF7"
"HDAC1" "TCF7L2"
"HDAC1" "TEAD1"
"HDAC1" "TFDP1"
"HDAC1" "TGIF2"
"HDAC1" "TP53"
"HDAC1" "UBC"
"HDAC1" "XPO1"
"HDAC1" "YY1"
"HDAC1" "ZBTB16"
"HDAC1" "ZFPM1"
"HDAC1" "ZNF24"
"HDAC1" "ZNF384"
"HDAC1" "ZNF580"
"HDAC1" "ZNF71"
"HDAC2" "HIF1A"
"HDAC2" "HMGA2"
"HDAC2" "JUN"
"HDAC2" "KAT2B"
"HDAC2" "KLF4"
"HDAC2" "MTA2"
"HDAC2" "NFKB1"
"HDAC2" "PML"
"HDAC2" "PRDM2"
"HDAC2" "RB1"
"HDAC2" "RELA"
"HDAC2" "RNF2"
"HDAC2" "RUNX1"
"HDAC2" "SAP30"
"HDAC2" "SIN3A"
"HDAC2" "SIRT1"
"HDAC2" "SMAD2"
"HDAC2" "SMAD4"
"HDAC2" "SMAD7"
"HDAC2" "SNAI1"
"HDAC2" "SOS1"
"HDAC2" "SP1"
"HDAC2" "SP2"
"HDAC2" "SP3"
"HDAC2" "STAT3"
"HDAC2" "TCF3"
"HDAC2" "TCF7L2"
"HDAC2" "TP53"
"HDAC2" "UBC"
"HDAC2" "YY1"
"HDAC2" "ZBTB7A"
"HDAC2" "ZFPM1"
"HDAC2" "ZNF71"
"HDGF" "miR-141"
"HDGF" "MUC1"
"HDGF" "NOTCH1"
"HDGF" "SMAD3"
"HDGF" "SMARCA4"
"HDGF" "SNAI1"
"HDGF" "TCF7"
"HDGF" "TGFB1"
"HDGF" "TNF"
"HGF" "HRAS"
"HIC1" "LEF1"
"HIC1" "MAP2K2"
"HIC1" "MUC1"
"HIC1" "NFKB1"
"HIC1" "NOTCH1"
"HIC1" "RAF1"
"HIC1" "SIRT1"
"HIC1" "TCF7L2"
"HIF1A" "miR-34b"
"HIF1A" "NOTCH1"
"HIF1A" "SMAD3"
"HIF1A" "STAT3"
"HIF1A" "TP53"
"HIST1H1A" "miR-34a"
"HMGA2" "KLF7"
"HMGA2" "MAX"
"HMGA2" "miR-34a"
"HMGA2" "MLX"
"HMGA2" "MXD3"
"HMGA2" "RB1"
"HMGA2" "SAP30"
"HMGA2" "SMAD3"
"HMGA2" "SMAD4"
"HMGA2" "SNAI1"
"HMGA2" "SP7"
"HMGA2" "ZBTB7A"
"HMGA2" "ZNF580"
"HMGN3" "HRAS"
"HMGN3" "MUC1"
"HMGN3" "SOS1"
"HMGN3" "ZEB2"
"HRAS" "IGF1R"
"HRAS" "IRF1"
"HRAS" "JAK1"
"HRAS" "KIT"
"HRAS" "LCK"
"HRAS" "LYN"
"HRAS" "MAP2K1"
"HRAS" "MAP2K2"
"HRAS" "MAP3K1"
"HRAS" "MAPK1"
"HRAS" "MAPK10"
"HRAS" "MAPK3"
"HRAS" "MAPK8"
"HRAS" "MAX"
"HRAS" "MET"
"HRAS" "MLX"
"HRAS" "MXD3"
"HRAS" "MXD4"
"HRAS" "NR2F6"
"HRAS" "NRF1"
"HRAS" "PDGFB"
"HRAS" "PDGFRA"
"HRAS" "PDGFRB"
"HRAS" "PIK3CA"
"HRAS" "PIK3CB"
"HRAS" "PIK3CD"
"HRAS" "PIK3CG"
"HRAS" "PPARG"
"HRAS" "PRKCA"
"HRAS" "PRKCB"
"HRAS" "PRKCG"
"HRAS" "PTEN"
"HRAS" "PTPN11"
"HRAS" "RAC1"
"HRAS" "RAF1"
"HRAS" "RALBP1"
"HRAS" "RALGDS"
"HRAS" "RARA"
"HRAS" "RASSF1"
"HRAS" "RET"
"HRAS" "RHOA"
"HRAS" "SAP30"
"HRAS" "SOS1"
"HRAS" "SOS2"
"HRAS" "SP1"
"HRAS" "SRC"
"HRAS" "STAT1"
"HRAS" "TFDP1"
"HRAS" "TGIF2"
"HRAS" "TP53"
"HRAS" "YES1"
"HRAS" "YWHAE"
"HRAS" "YWHAH"
"HRAS" "YWHAQ"
"HRAS" "YWHAZ"
"HRAS" "ZNF580"
"HSP90AA1" "MAPK1"
"HSP90AA1" "miR-141"
"HSP90AA1" "miR-200c"
"HSP90AA1" "miR-34c"
"HSP90AA1" "PAK1"
"HSP90AA1" "RAF1"
"HSP90AA1" "SOS1"
"HSP90AA1" "STAT3"
"HSP90AA1" "TP53"
"HSP90AB1" "RAF1"
"HSP90B1" "miR-130b"
"HSP90B1" "miR-192"
"HSPA4" "miR-141"
"HSPA4" "SMAD3"
"HSPA4" "TP53"
"HSPA8" "miR-130b"
"HSPA8" "TP53"
"IGF1" "miR-130b"
"IGF1R" "MAPK1"
"IGF1R" "miR-192"
"IGF1R" "miR-215"
"IGF1R" "miR-34a"
"IGF1R" "miR-34b"
"IGF1R" "NOTCH1"
"IGF1R" "PIK3CA"
"IGF1R" "RAF1"
"IGF1R" "SOS1"
"IGF1R" "STAT3"
"IGF1R" "TP53"
"IGF2" "miR-200c"
"IGFBP5" "miR-130b"
"IKBKB" "miR-200c"
"IKBKB" "NFKB1"
"IL6ST" "miR-192"
"IL6ST" "miR-215"
"IL6ST" "STAT3"
"INSM2" "MAPK1"
"INSM2" "OCLN"
"INSM2" "SMAD3"
"INSM2" "SOS1"
"INSM2" "STAT3"
"INSM2" "VIM"
"INSM2" "ZEB1"
"IQGAP1" "MAP2K1"
"IQGAP1" "MAPK1"
"IQGAP1" "miR-192"
"IQGAP1" "miR-215"
"IRF1" "miR-130b"
"IRF1" "MUC1"
"IRF1" "SMAD2"
"IRF1" "TGFB1"
"IRF1" "ZEB2"
"IRS1" "MAPK1"
"IRS1" "miR-200c"
"IRS1" "PIK3CA"
"ITGA2B" "SOS1"
"ITGA6" "miR-34a"
"ITGAV" "miR-192"
"ITGAV" "miR-215"
"ITGB1" "miR-130b"
"ITGB1" "miR-192"
"ITGB1" "miR-215"
"JAK1" "MAP2K1"
"JAK1" "MAP2K2"
"JAK1" "MAPK1"
"JAK1" "PIK3CA"
"JAK1" "SOS1"
"JAK1" "STAT3"
"JUN" "LATS2"
"JUN" "MAPK1"
"JUN" "miR-200c"
"JUN" "SIRT1"
"JUN" "SMAD2"
"JUN" "SMAD3"
"JUN" "SMAD4"
"JUN" "STAT3"
"JUP" "TCF7"
"JUP" "TCF7L1"
"JUP" "TCF7L2"
"KAT2B" "miR-192"
"KAT2B" "miR-215"
"KAT2B" "NOTCH1"
"KAT2B" "SIRT1"
"KAT2B" "SMAD2"
"KAT2B" "SMAD3"
"KAT2B" "TCF3"
"KAT2B" "TP53"
"KDR" "miR-200c"
"KDR" "NOTCH1"
"KDR" "PIK3CA"
"KDR" "SOS1"
"KHDRBS1" "MAPK1"
"KHDRBS1" "miR-34a"
"KIF18A" "miR-192"
"KIF18A" "miR-215"
"KIT" "KRAS"
"KIT" "miR-34a"
"KIT" "PIK3CA"
"KIT" "SOS1"
"KIT" "STAT3"
"KLF16" "KRAS"
"KLF16" "SMAD3"
"KLF16" "SNAI1"
"KLF16" "SOS1"
"KLF16" "TGFB1"
"KLF16" "TNF"
"KLF16" "TP53"
"KLF16" "VIM"
"KLF16" "WNT1"
"KLF4" "KRT18"
"KLF4" "MDM2"
"KLF4" "miR-34a"
"KLF4" "MUC1"
"KLF4" "NFKB1"
"KLF4" "NOTCH1"
"KLF4" "SNAI1"
"KLF4" "TCF7L2"
"KLF4" "TP53"
"KLF7" "MAPK1"
"KLF7" "MDM2"
"KLF7" "MUC1"
"KLF7" "NOTCH1"
"KLF7" "SNAI1"
"KLF7" "TGFB1"
"KLF7" "VIM"
"KLF9" "KRT18"
"KLF9" "MAP2K2"
"KLF9" "miR-130b"
"KLF9" "miR-200c"
"KLF9" "NOTCH1"
"KLF9" "OCLN"
"KLF9" "RAF1"
"KLF9" "SNAI1"
"KLF9" "SOS1"
"KLF9" "STAT3"
"KLF9" "TCF7L2"
"KLF9" "ZEB1"
"KRAS" "LCK"
"KRAS" "LYN"
"KRAS" "MAP2K1"
"KRAS" "MAP2K2"
"KRAS" "MAPK1"
"KRAS" "miR-200c"
"KRAS" "NR2F1"
"KRAS" "PIK3CA"
"KRAS" "PIK3CB"
"KRAS" "PIK3CG"
"KRAS" "PTEN"
"KRAS" "PTPN11"
"KRAS" "RAF1"
"KRAS" "RALGDS"
"KRAS" "SOS1"
"KRAS" "SRC"
"KRAS" "UBC"
"KRAS" "YES1"
"KRAS" "ZBTB11"
"KRAS" "ZNF202"
"KRAS" "ZNF501"
"KRT18" "MAZ"
"KRT18" "MLLT1"
"KRT18" "MXD4"
"KRT18" "MYC"
"KRT18" "NRF1"
"KRT18" "PPARG"
"KRT18" "SNAI1"
"KRT18" "SP3"
"KRT18" "SPI1"
"KRT18" "TAF7"
"KRT18" "TGIF2"
"KRT18" "UBC"
"KRT18" "YWHAZ"
"L3MBTL2" "MUC1"
"L3MBTL2" "SMAD4"
"L3MBTL2" "TCF7L2"
"L3MBTL2" "ZEB1"
"L3MBTL2" "ZEB2"
"LATS2" "miR-215"
"LATS2" "PPP1R13B"
"LATS2" "SNAI1"
"LATS2" "SP7"
"LATS2" "STK3"
"LATS2" "STK4"
"LATS2" "TFDP1"
"LATS2" "YAP1"
"LATS2" "ZBTB11"
"LCK" "MAP2K1"
"LCK" "MAP2K2"
"LCK" "MAPK1"
"LCK" "NFKB1"
"LCK" "NOTCH1"
"LCK" "PAK1"
"LCK" "PIK3CA"
"LCK" "SOS1"
"LCK" "STAT3"
"LEF1" "miR-34a"
"LEF1" "miR-34c"
"LEF1" "MITF"
"LEF1" "MYB"
"LEF1" "NOTCH1"
"LEF1" "NRF1"
"LEF1" "PIAS4"
"LEF1" "RNF2"
"LEF1" "SMAD2"
"LEF1" "SMAD3"
"LEF1" "SMAD4"
"LEF1" "SMAD7"
"LEF1" "SNAI1"
"LEF1" "SP2"
"LEF1" "SUPT5H"
"LEF1" "TCF7L2"
"LEF1" "TLE2"
"LEF1" "TNF"
"LEF1" "UBC"
"LEF1" "VIM"
"LEF1" "WNT3A"
"LEF1" "YBX1"
"LEF1" "ZBTB11"
"LEF1" "ZEB2"
"LEF1" "ZNF71"
"LEF1" "ZNF76"
"LOXL2" "miR-192"
"LOXL2" "SNAI1"
"LRP1" "miR-205"
"LRP6" "miR-130b"
"LRP6" "WNT1"
"LRRK2" "miR-205"
"LYN" "MAPK1"
"LYN" "miR-205"
"LYN" "NFKB1"
"LYN" "PIK3CA"
"LYN" "SOS1"
"LYN" "STAT3"
"MAP2K1" "MAP2K2"
"MAP2K1" "MAP3K1"
"MAP2K1" "MAP3K7"
"MAP2K1" "MAPK1"
"MAP2K1" "MAPK14"
"MAP2K1" "MAPK3"
"MAP2K1" "MAPK8"
"MAP2K1" "miR-34a"
"MAP2K1" "miR-34b"
"MAP2K1" "miR-34c"
"MAP2K1" "MLLT1"
"MAP2K1" "MXD3"
"MAP2K1" "MYNN"
"MAP2K1" "NFKB1"
"MAP2K1" "NR2C2"
"MAP2K1" "NR2F1"
"MAP2K1" "NRAS"
"MAP2K1" "PAK1"
"MAP2K1" "PIK3CA"
"MAP2K1" "PPARG"
"MAP2K1" "PTPN11"
"MAP2K1" "RAC1"
"MAP2K1" "RAF1"
"MAP2K1" "SOS1"
"MAP2K1" "SRC"
"MAP2K1" "SUPT5H"
"MAP2K1" "TFDP1"
"MAP2K1" "UBC"
"MAP2K1" "WRNIP1"
"MAP2K1" "YWHAE"
"MAP2K1" "YWHAZ"
"MAP2K1" "ZNF18"
"MAP2K1" "ZNF2"
"MAP2K2" "MAP3K1"
"MAP2K2" "MAPK1"
"MAP2K2" "MAPK3"
"MAP2K2" "MTA2"
"MAP2K2" "NRAS"
"MAP2K2" "PIK3CA"
"MAP2K2" "PTPN11"
"MAP2K2" "RAC1"
"MAP2K2" "RAF1"
"MAP2K2" "SIN3A"
"MAP2K2" "SMARCE1"
"MAP2K2" "SOS1"
"MAP2K2" "SP2"
"MAP2K2" "SP7"
"MAP2K2" "UBC"
"MAP2K2" "YY1"
"MAP2K2" "ZBTB7A"
"MAP3K1" "MAPK1"
"MAP3K1" "miR-192"
"MAP3K1" "miR-34a"
"MAP3K1" "PAK1"
"MAP3K1" "SOS1"
"MAP3K5" "miR-130b"
"MAP3K7" "miR-34a"
"MAP3K7" "miR-34b"
"MAP3K7" "SMAD3"
"MAP3K7" "WNT1"
"MAPK1" "MAPK14"
"MAPK1" "MAPK3"
"MAPK1" "MAPK8"
"MAPK1" "MET"
"MAPK1" "miR-130b"
"MAPK1" "MITF"
"MAPK1" "MYC"
"MAPK1" "NCOA3"
"MAPK1" "NFKB1"
"MAPK1" "NFKBIA"
"MAPK1" "NR2F6"
"MAPK1" "NRAS"
"MAPK1" "PDPK1"
"MAPK1" "POLR2H"
"MAPK1" "PRKACB"
"MAPK1" "PRKCA"
"MAPK1" "PTPN11"
"MAPK1" "PXN"
"MAPK1" "RAC1"
"MAPK1" "RAF1"
"MAPK1" "RARA"
"MAPK1" "RB1"
"MAPK1" "RET"
"MAPK1" "RHOA"
"MAPK1" "RPS6KB1"
"MAPK1" "RRAS"
"MAPK1" "RXRG"
"MAPK1" "SAP30"
"MAPK1" "SHC1"
"MAPK1" "SMAD1"
"MAPK1" "SMAD2"
"MAPK1" "SMAD3"
"MAPK1" "SMAD4"
"MAPK1" "SNAI1"
"MAPK1" "SNAI2"
"MAPK1" "SOS1"
"MAPK1" "SP1"
"MAPK1" "SRC"
"MAPK1" "STAT1"
"MAPK1" "STAT3"
"MAPK1" "STAT5A"
"MAPK1" "STAT5B"
"MAPK1" "TGFB1"
"MAPK1" "TP53"
"MAPK1" "TRIM22"
"MAPK1" "TSC2"
"MAPK1" "UBC"
"MAPK1" "YES1"
"MAPK1" "YWHAE"
"MAPK1" "YWHAH"
"MAPK1" "YWHAQ"
"MAPK1" "YWHAZ"
"MAPK1" "ZEB1"
"MAPK1" "ZEB2"
"MAPK1" "ZNF24"
"MAPK1" "ZNF384"
"MAPK10" "TP53"
"MAPK14" "miR-141"
"MAPK14" "miR-205"
"MAPK14" "miR-215"
"MAPK14" "miR-34b"
"MAPK14" "NFKB1"
"MAPK14" "PAK1"
"MAPK14" "SMAD3"
"MAPK14" "TP53"
"MAPK3" "miR-34a"
"MAPK3" "NFKB1"
"MAPK3" "RAF1"
"MAPK3" "SMAD2"
"MAPK3" "SOS1"
"MAPK3" "STAT3"
"MAPK3" "TGFB1"
"MAPK3" "TP53"
"MAPK8" "SIRT1"
"MAPK8" "SMAD3"
"MAPK8" "STAT3"
"MAPK8" "TP53"
"MAPK9" "miR-141"
"MAPK9" "miR-192"
"MAPK9" "miR-215"
"MAPK9" "TP53"
"MAX" "SMAD2"
"MAX" "SMAD3"
"MAX" "SMAD4"
"MAX" "SNAI1"
"MAX" "YBX1"
"MAZ" "MDM2"
"MAZ" "miR-34a"
"MAZ" "miR-34c"
"MAZ" "MUC1"
"MAZ" "NOTCH1"
"MAZ" "PIK3CA"
"MAZ" "TCF7L2"
"MAZ" "TGFB1"
"MAZ" "TP53"
"MAZ" "VIM"
"MCL1" "miR-141"
"MCL1" "TP53"
"MCM5" "miR-34a"
"MDM2" "miR-192"
"MDM2" "miR-200c"
"MDM2" "miR-205"
"MDM2" "MIXL1"
"MDM2" "MLX"
"MDM2" "NR2F1"
"MDM2" "RARA"
"MDM2" "SAP30"
"MDM2" "SIN3A"
"MDM2" "SMARCA4"
"MDM2" "SNAI1"
"MDM2" "SNAI2"
"MDM2" "SP7"
"MDM2" "TFDP1"
"MDM2" "TGIF2"
"MDM2" "ZBTB7A"
"MDM2" "ZNF18"
"MDM2" "ZNF2"
"MDM2" "ZNF202"
"MDM2" "ZNF580"
"MED1" "miR-205"
"MED1" "TP53"
"MET" "miR-34a"
"MET" "miR-34b"
"MET" "miR-34c"
"MET" "PIK3CA"
"MET" "SOS1"
"miR-130b" "PDGFRA"
"miR-130b" "PPARG"
"miR-130b" "PPP2CB"
"miR-130b" "PRKCB"
"miR-130b" "PTEN"
"miR-130b" "PTPN11"
"miR-130b" "RASSF1"
"miR-130b" "RB1"
"miR-130b" "RNF11"
"miR-130b" "RPS27A"
"miR-130b" "SMAD4"
"miR-130b" "STAT3"
"miR-130b" "STAT5A"
"miR-130b" "TCEB2"
"miR-130b" "TCF7L2"
"miR-130b" "TGFBR2"
"miR-130b" "UBB"
"miR-130b" "VAV3"
"miR-130b" "VCL"
"miR-130b" "VEGFB"
"miR-130b" "YY1"
"miR-130b" "ZEB1"
"miR-130b" "ZFYVE9"
"miR-130b" "ZNF202"
"miR-130b" "ZNF24"
"miR-141" "PTEN"
"miR-141" "RUNX1"
"miR-141" "SHC1"
"miR-141" "SNW1"
"miR-141" "SP1"
"miR-141" "STK3"
"miR-141" "TCF7L1"
"miR-141" "TGFB2"
"miR-141" "TNFAIP3"
"miR-141" "TP53"
"miR-141" "VEGFA"
"miR-141" "YAP1"
"miR-141" "ZEB1"
"miR-141" "ZEB2"
"miR-141" "ZFYVE9"
"miR-192" "MYB"
"miR-192" "NCOA3"
"miR-192" "NFYA"
"miR-192" "PPARG"
"miR-192" "PPP1CA"
"miR-192" "RB1"
"miR-192" "RET"
"miR-192" "RPS6KB1"
"miR-192" "SAP30"
"miR-192" "SIRT1"
"miR-192" "SMAD2"
"miR-192" "SPARC"
"miR-192" "STK3"
"miR-192" "TCF7"
"miR-192" "TFG"
"miR-192" "TP53"
"miR-192" "TRIM68"
"miR-192" "UBE2D1"
"miR-192" "VHL"
"miR-192" "WNT3"
"miR-192" "XPO1"
"miR-192" "YES1"
"miR-192" "ZEB2"
"miR-200c" "MYB"
"miR-200c" "NOTCH1"
"miR-200c" "PDPK1"
"miR-200c" "PLCG1"
"miR-200c" "RHOA"
"miR-200c" "RNF2"
"miR-200c" "SHC1"
"miR-200c" "SP1"
"miR-200c" "TCEB1"
"miR-200c" "TCF7L1"
"miR-200c" "TCF7L2"
"miR-200c" "TP53"
"miR-200c" "TRAF1"
"miR-200c" "UBE2D1"
"miR-200c" "VEGFA"
"miR-200c" "YWHAE"
"miR-200c" "ZEB1"
"miR-200c" "ZEB2"
"miR-200c" "ZFPM1"
"miR-205" "MLLT1"
"miR-205" "PTEN"
"miR-205" "RNF11"
"miR-205" "SMAD1"
"miR-205" "SMAD4"
"miR-205" "SRC"
"miR-205" "SUMO1"
"miR-205" "VEGFA"
"miR-205" "YES1"
"miR-205" "YWHAH"
"miR-205" "YY1"
"miR-205" "ZEB1"
"miR-205" "ZEB2"
"miR-215" "MYB"
"miR-215" "NCOA3"
"miR-215" "PPARG"
"miR-215" "PPP1CA"
"miR-215" "RB1"
"miR-215" "RET"
"miR-215" "RPS6KB1"
"miR-215" "SAP30"
"miR-215" "SIRT1"
"miR-215" "STK3"
"miR-215" "TCF7"
"miR-215" "TEAD1"
"miR-215" "TP53"
"miR-215" "TRIM68"
"miR-215" "UBE2D1"
"miR-215" "WNT3"
"miR-215" "ZEB2"
"miR-34a" "MMP7"
"miR-34a" "MTA2"
"miR-34a" "MYB"
"miR-34a" "MYC"
"miR-34a" "NOTCH1"
"miR-34a" "PDGFRA"
"miR-34a" "PDGFRB"
"miR-34a" "PLCG1"
"miR-34a" "PTEN"
"miR-34a" "RALB"
"miR-34a" "RRAS"
"miR-34a" "SIRT1"
"miR-34a" "SMAD4"
"miR-34a" "SMARCA4"
"miR-34a" "SNAI1"
"miR-34a" "SPI1"
"miR-34a" "SRC"
"miR-34a" "STAT1"
"miR-34a" "SUPT5H"
"miR-34a" "SYT1"
"miR-34a" "TGFBR2"
"miR-34a" "TP53"
"miR-34a" "VAMP2"
"miR-34a" "VAV3"
"miR-34a" "VCL"
"miR-34a" "VEGFA"
"miR-34a" "WNT1"
"miR-34a" "YBX1"
"miR-34a" "YY1"
"miR-34a" "ZEB2"
"miR-34b" "MYB"
"miR-34b" "MYC"
"miR-34b" "NOTCH1"
"miR-34b" "RPS19"
"miR-34b" "SNAI1"
"miR-34b" "TGFBR2"
"miR-34b" "TP53"
"miR-34b" "VEGFA"
"miR-34b" "YWHAH"
"miR-34b" "YWHAZ"
"miR-34b" "YY1"
"miR-34c" "MYB"
"miR-34c" "MYC"
"miR-34c" "NOTCH1"
"miR-34c" "PDGFRA"
"miR-34c" "PDGFRB"
"miR-34c" "SMAD4"
"miR-34c" "SNAI1"
"miR-34c" "TGFBR2"
"miR-34c" "TP53"
"miR-34c" "VAV3"
"miR-34c" "YY1"
"MITF" "SNAI1"
"MITF" "YBX1"
"MITF" "ZEB2"
"MIXL1" "SIRT1"
"MIXL1" "SNAI2"
"MIXL1" "TGFB1"
"MIXL1" "TNF"
"MLLT1" "MUC1"
"MLLT1" "PAK1"
"MLLT1" "SMARCA4"
"MLLT1" "SNAI1"
"MLLT1" "STAT3"
"MLLT1" "TNF"
"MMP2" "TGFB1"
"MMP9" "SMAD3"
"MMP9" "TGFB1"
"MTA2" "TCF7"
"MTA2" "TNF"
"MTA2" "TP53"
"MTOR" "NFKB1"
"MTOR" "PIK3CA"
"MTOR" "SOS1"
"MTOR" "STAT3"
"MTOR" "TP53"
"MUC1" "MXD4"
"MUC1" "MYNN"
"MUC1" "NR2C2"
"MUC1" "NR2F1"
"MUC1" "RELA"
"MUC1" "REST"
"MUC1" "SAP30"
"MUC1" "SIN3A"
"MUC1" "SNAI1"
"MUC1" "SP1"
"MUC1" "SP2"
"MUC1" "SP3"
"MUC1" "SP7"
"MUC1" "TFDP1"
"MUC1" "TRIM22"
"MUC1" "ZBTB11"
"MUC1" "ZBTB7A"
"MUC1" "ZEB1"
"MUC1" "ZFP37"
"MUC1" "ZNF24"
"MUC1" "ZNF501"
"MUC1" "ZNF71"
"MUC1" "ZNF76"
"MXD3" "ZEB1"
